user,items[0].itemName,items[1].itemName,items[2].itemName,items[3].itemName,items[4].itemName
5043,Computer Mouse,Chocolate Bar,,,
5043,Keyboard,Plate,Computer Mouse,Table,Chocolate Bar
5043,Computer Mouse,Plate,Table,,
5043,Table,,,,
5044,Dog,Dog Food,Cat Food,Horse,
5044,Chocolate Bar,Plate,,,
5044,Cat Food,,,,
5044,Dog,Dog Food,Horse,,
5044,Cat Food,Dog Food,,,
5045,Onion,,,,
5045,Table,Plate,Onion,Stew,Chocolate Bar
5045,Chocolate Bar,Stew,Broccoli,Plate,Onion
5045,Stew,Chocolate Bar,Onion,,
5045,Plate,Table,Stew,,
5046,Table,Chocolate Bar,,,
5046,Plate,Onion,,,
5046,Dog Food,,,,
5046,Stew,Onion,Plate,Table,
5046,Onion,Chocolate Bar,Broccoli,,
5047,Onion,,,,
5047,Plate,Table,Chocolate Bar,Broccoli,
5047,Table,Plate,Broccoli,,
5047,Chocolate Bar,Stew,Broccoli,,
5047,Cat Food,Dog Food,Dog,,
5048,Computer Mouse,Plate,Keyboard,Table,Chocolate Bar
5048,Chocolate Bar,Stew,Plate,Table,Onion
5048,Plate,Keyboard,,,
5048,Computer Mouse,Plate,Table,,
5048,Dog Food,Tucan,,,
5049,Cat Food,Cat,Dog,Horse,Dog Food
5049,Horse,Cat Food,Cat,,
5049,Cat Food,Tucan,Dog Food,Horse,
5049,Tucan,Dog Food,Horse,Dog,Cat Food
5049,Tucan,Cat,Dog Food,,
5050,Broccoli,Plate,Onion,Stew,Table
5050,Keyboard,Plate,Chocolate Bar,Computer Mouse,Table
5050,Table,Broccoli,Plate,Stew,
5050,Chocolate Bar,Table,Plate,,
5050,Table,,,,
5051,Plate,Table,Chocolate Bar,Broccoli,
5051,Tucan,Dog Food,Cat Food,Dog,
5051,Chocolate Bar,,,,
5051,Onion,Broccoli,Stew,,
5051,Table,Onion,Stew,Plate,
5052,Table,Broccoli,Chocolate Bar,Plate,
5052,Broccoli,Stew,Table,,
5052,Chocolate Bar,Table,Onion,Plate,Broccoli
5052,Chocolate Bar,Onion,Table,,
5052,Onion,Plate,Broccoli,,
5053,Broccoli,Plate,Onion,Table,
5053,Chocolate Bar,Onion,Broccoli,Plate,
5053,Plate,Table,Stew,Broccoli,Chocolate Bar
5053,Table,Chocolate Bar,,,
5053,Table,Plate,Onion,Stew,Chocolate Bar
5054,Cat Food,Dog Food,Tucan,Cat,Horse
5054,Horse,Cat,Dog,Dog Food,
5054,Cat Food,Dog Food,,,
5054,Cat Food,,,,
5054,Cat Food,Cat,Dog Food,Dog,
5055,Stew,Table,Plate,Onion,Chocolate Bar
5055,Onion,,,,
5055,Computer Mouse,Keyboard,Broccoli,,
5055,Broccoli,Chocolate Bar,Onion,Plate,
5055,Chocolate Bar,Keyboard,Broccoli,Computer Mouse,Onion
5056,Keyboard,,,,
5056,Chocolate Bar,Table,Plate,Computer Mouse,Keyboard
5056,Keyboard,,,,
5056,Computer Mouse,Chocolate Bar,Keyboard,Plate,
5056,Broccoli,Table,Chocolate Bar,Plate,
5057,Table,Broccoli,Onion,Stew,
5057,Onion,Chocolate Bar,,,
5057,Plate,Table,Onion,,
5057,Keyboard,Chocolate Bar,Table,Computer Mouse,
5057,Table,Stew,Broccoli,Chocolate Bar,
5058,Plate,Stew,Broccoli,,
5058,Cat Food,Dog,Horse,Dog Food,Cat
5058,Cat Food,Dog,Cat,Dog Food,Tucan
5058,Table,Plate,Chocolate Bar,Onion,
5058,Tucan,Dog Food,Cat Food,Dog,
5059,Computer Mouse,,,,
5059,Keyboard,Table,,,
5059,Keyboard,,,,
5059,Table,Chocolate Bar,,,
5059,Table,Computer Mouse,Keyboard,Plate,
5060,Onion,,,,
5060,Broccoli,Keyboard,,,
5060,Onion,Plate,Table,Stew,Chocolate Bar
5060,Onion,Broccoli,,,
5060,Broccoli,Computer Mouse,,,
5061,Onion,,,,
5061,Stew,Table,Plate,,
5061,Stew,,,,
5061,Chocolate Bar,Broccoli,,,
5061,Broccoli,Stew,Table,,
5062,Keyboard,Chocolate Bar,,,
5062,Table,Keyboard,Plate,,
5062,Chocolate Bar,Table,Keyboard,Computer Mouse,Plate
5062,Table,Computer Mouse,Chocolate Bar,,
5062,Chocolate Bar,Table,Plate,,
5063,Tucan,Cat,Cat Food,,
5063,Dog Food,,,,
5063,Cat Food,Dog Food,,,
5063,Cat Food,Dog,Tucan,,
5063,Dog,Cat Food,,,
5064,Tucan,Dog Food,Cat,Cat Food,Horse
5064,Dog Food,,,,
5064,Cat Food,Horse,Dog Food,Cat,
5064,Cat Food,,,,
5064,Horse,Dog,Dog Food,Cat,
5065,Cat Food,,,,
5065,Cat Food,Dog,Horse,Tucan,Dog Food
5065,Dog Food,Dog,Tucan,Horse,
5065,Cat Food,Cat,Tucan,Dog,
5065,Cat Food,Horse,Cat,Dog Food,
5066,Dog Food,,,,
5066,Horse,,,,
5066,Horse,Cat,Cat Food,Dog Food,
5066,Horse,Cat Food,,,
5066,Cat Food,Dog Food,,,
5067,Cat Food,Dog Food,Cat,,
5067,Tucan,Cat Food,Horse,Cat,Dog Food
5067,Dog Food,Dog,Cat Food,,
5067,Dog Food,Dog,Cat Food,Cat,
5067,Horse,,,,
5068,Chocolate Bar,Computer Mouse,Stew,,
5068,Horse,Tucan,Dog,,
5068,Cat Food,Dog,Cat,Dog Food,
5068,Cat Food,Dog Food,Cat,Horse,Tucan
5068,Dog Food,,,,
5069,Table,Broccoli,Plate,,
5069,Table,,,,
5069,Onion,Chocolate Bar,Table,,
5069,Cat Food,Cat,Horse,Dog,
5069,Plate,Table,,,
5070,Cat Food,Tucan,Cat,Horse,Dog Food
5070,Horse,Dog Food,Cat Food,,
5070,Dog Food,Tucan,,,
5070,Cat Food,Cat,,,
5070,Onion,Stew,Broccoli,,
5071,Onion,Computer Mouse,Chocolate Bar,Keyboard,
5071,Onion,,,,
5071,Keyboard,Onion,Computer Mouse,,
5071,Keyboard,,,,
5071,Stew,Chocolate Bar,Broccoli,Computer Mouse,
5072,Table,Plate,Onion,,
5072,Stew,Chocolate Bar,,,
5072,Onion,Broccoli,,,
5072,Table,Plate,,,
5072,Table,Broccoli,Stew,Onion,Plate
5073,Cat,Dog Food,Dog,Horse,
5073,Horse,Dog Food,Cat,Cat Food,
5073,Cat Food,Dog Food,Horse,,
5073,Cat Food,Horse,Cat,Tucan,
5073,Dog Food,Horse,Cat,,
5074,Horse,Cat Food,Dog Food,Cat,Dog
5074,Onion,Table,Broccoli,Stew,Plate
5074,Plate,Chocolate Bar,Stew,Broccoli,
5074,Onion,,,,
5074,Horse,Cat Food,Dog Food,Dog,Tucan
5075,Plate,Broccoli,,,
5075,Computer Mouse,Keyboard,Chocolate Bar,Stew,Broccoli
5075,Chocolate Bar,,,,
5075,Stew,Computer Mouse,Keyboard,Broccoli,Chocolate Bar
5075,Stew,Chocolate Bar,Keyboard,Broccoli,
5076,Onion,Keyboard,,,
5076,Computer Mouse,Keyboard,Chocolate Bar,Onion,
5076,Plate,Keyboard,Chocolate Bar,Table,
5076,Computer Mouse,,,,
5076,Plate,,,,
5077,Table,Plate,Chocolate Bar,,
5077,Keyboard,Plate,,,
5077,Plate,Table,Keyboard,Chocolate Bar,Computer Mouse
5077,Keyboard,Table,Computer Mouse,Plate,
5077,Chocolate Bar,Stew,Broccoli,Computer Mouse,Onion
5078,Chocolate Bar,Broccoli,Computer Mouse,Onion,
5078,Computer Mouse,,,,
5078,Dog Food,Dog,Horse,Tucan,Cat Food
5078,Onion,,,,
5078,Computer Mouse,Chocolate Bar,Stew,Onion,Keyboard
5079,Plate,Onion,Broccoli,,
5079,Onion,Table,,,
5079,Stew,,,,
5079,Stew,,,,
5079,Chocolate Bar,,,,
5080,Plate,,,,
5080,Table,,,,
5080,Dog Food,Horse,Dog,Cat Food,Tucan
5080,Table,Plate,Stew,Chocolate Bar,Onion
5080,Table,,,,
5081,Keyboard,Plate,,,
5081,Chocolate Bar,,,,
5081,Plate,Chocolate Bar,Keyboard,,
5081,Table,Plate,,,
5081,Onion,Plate,Stew,Chocolate Bar,Broccoli
5082,Stew,Table,Chocolate Bar,,
5082,Table,Stew,Onion,,
5082,Table,Plate,Onion,Stew,
5082,Chocolate Bar,,,,
5082,Plate,Table,Broccoli,Onion,Chocolate Bar
5083,Plate,Computer Mouse,Keyboard,Chocolate Bar,
5083,Computer Mouse,Onion,,,
5083,Keyboard,,,,
5083,Keyboard,Onion,Chocolate Bar,,
5083,Chocolate Bar,Broccoli,,,
5084,Chocolate Bar,Table,Plate,Computer Mouse,
5084,Table,Plate,Computer Mouse,Chocolate Bar,
5084,Onion,,,,
5084,Plate,,,,
5084,Tucan,,,,
5085,Plate,Table,,,
5085,Plate,Table,Keyboard,,
5085,Dog Food,Cat Food,Horse,Dog,
5085,Chocolate Bar,Plate,Computer Mouse,,
5085,Table,Computer Mouse,Chocolate Bar,,
5086,Chocolate Bar,Plate,Table,,
5086,Table,,,,
5086,Onion,Stew,Computer Mouse,,
5086,Plate,Broccoli,Chocolate Bar,Onion,Table
5086,Table,,,,
5087,Tucan,,,,
5087,Chocolate Bar,,,,
5087,Onion,Table,Stew,Broccoli,Plate
5087,Keyboard,Stew,Chocolate Bar,Computer Mouse,Onion
5087,Onion,Stew,Table,Chocolate Bar,
5088,Plate,Table,Stew,,
5088,Stew,Broccoli,Plate,,
5088,Table,Chocolate Bar,,,
5088,Plate,Chocolate Bar,Broccoli,Table,
5088,Stew,Onion,Chocolate Bar,Table,Plate
5089,Cat,Cat Food,Dog Food,Horse,Dog
5089,Cat Food,Dog Food,Cat,Horse,
5089,Dog Food,,,,
5089,Dog Food,Cat Food,Dog,Horse,Cat
5089,Dog,Dog Food,Cat Food,,
5090,Chocolate Bar,Broccoli,,,
5090,Keyboard,Chocolate Bar,Stew,Computer Mouse,
5090,Chocolate Bar,Broccoli,Keyboard,,
5090,Stew,Chocolate Bar,,,
5090,Computer Mouse,Keyboard,Chocolate Bar,Broccoli,Stew
5091,Horse,Cat Food,Dog Food,Cat,
5091,Chocolate Bar,Table,Onion,Broccoli,Stew
5091,Cat Food,,,,
5091,Cat,Dog Food,Cat Food,,
5091,Tucan,Dog Food,Cat Food,,
5092,Onion,Keyboard,,,
5092,Computer Mouse,Broccoli,Chocolate Bar,Keyboard,
5092,Plate,Chocolate Bar,Computer Mouse,Keyboard,Table
5092,Chocolate Bar,Computer Mouse,,,
5092,Keyboard,Chocolate Bar,Onion,Computer Mouse,Broccoli
5093,Table,Onion,Plate,Stew,
5093,Table,Onion,Plate,Chocolate Bar,
5093,Chocolate Bar,Computer Mouse,Keyboard,Plate,Table
5093,Broccoli,Plate,Onion,Chocolate Bar,Stew
5093,Table,Stew,,,
5094,Tucan,Cat Food,,,
5094,Tucan,Dog Food,Horse,,
5094,Chocolate Bar,Computer Mouse,,,
5094,Horse,Dog Food,Cat Food,Tucan,
5094,Tucan,,,,
5095,Table,Stew,Broccoli,Chocolate Bar,
5095,Broccoli,Chocolate Bar,Onion,Keyboard,
5095,Stew,Table,Plate,,
5095,Stew,,,,
5095,Broccoli,Onion,,,
5096,Plate,Table,Onion,,
5096,Chocolate Bar,Table,Stew,Onion,
5096,Onion,Plate,,,
5096,Table,Stew,Chocolate Bar,,
5096,Broccoli,Plate,Onion,Table,Chocolate Bar
5097,Chocolate Bar,Keyboard,,,
5097,Stew,,,,
5097,Keyboard,Chocolate Bar,Computer Mouse,,
5097,Keyboard,Chocolate Bar,Computer Mouse,Onion,Broccoli
5097,Chocolate Bar,Stew,Computer Mouse,,
5098,Chocolate Bar,Table,,,
5098,Chocolate Bar,,,,
5098,Chocolate Bar,Table,Computer Mouse,Keyboard,Plate
5098,Computer Mouse,,,,
5098,Computer Mouse,,,,
5099,Plate,Chocolate Bar,Broccoli,Table,
5099,Onion,Broccoli,Stew,,
5099,Plate,Table,Stew,,
5099,Plate,Table,,,
5099,Plate,Table,,,
5100,Plate,Keyboard,Chocolate Bar,Computer Mouse,Table
5100,Plate,Keyboard,Chocolate Bar,,
5100,Table,Chocolate Bar,Keyboard,,
5100,Table,,,,
5100,Keyboard,Table,Computer Mouse,,
5101,Table,Keyboard,Computer Mouse,Chocolate Bar,Plate
5101,Plate,Table,Broccoli,Stew,
5101,Plate,,,,
5101,Keyboard,,,,
5101,Keyboard,Chocolate Bar,Plate,,
5102,Table,Broccoli,Plate,Onion,
5102,Table,Stew,Broccoli,Chocolate Bar,
5102,Table,Stew,Onion,Broccoli,
5102,Broccoli,Onion,Stew,Plate,
5102,Chocolate Bar,Broccoli,Table,,
5103,Stew,Plate,Table,Chocolate Bar,Onion
5103,Stew,Table,Plate,,
5103,Broccoli,Table,Stew,,
5103,Table,Broccoli,Plate,Onion,Chocolate Bar
5103,Broccoli,Onion,Stew,Plate,Table
5104,Onion,Chocolate Bar,Plate,Broccoli,
5104,Broccoli,Plate,Stew,Chocolate Bar,
5104,Broccoli,Chocolate Bar,Table,,
5104,Table,Plate,Chocolate Bar,Broccoli,
5104,Broccoli,Plate,Onion,Chocolate Bar,Table
5105,Chocolate Bar,,,,
5105,Table,,,,
5105,Table,Plate,Stew,Broccoli,Chocolate Bar
5105,Table,Broccoli,Plate,,
5105,Chocolate Bar,Onion,Broccoli,,
5106,Stew,Onion,Plate,Chocolate Bar,Broccoli
5106,Plate,Onion,Chocolate Bar,,
5106,Onion,Broccoli,Table,,
5106,Chocolate Bar,Table,Onion,,
5106,Plate,,,,
5107,Broccoli,,,,
5107,Onion,Broccoli,Plate,,
5107,Keyboard,Chocolate Bar,Broccoli,Computer Mouse,Stew
5107,Stew,Plate,Table,Chocolate Bar,Broccoli
5107,Plate,,,,
5108,Cat Food,Dog,,,
5108,Cat Food,Tucan,,,
5108,Cat,,,,
5108,Dog Food,Horse,,,
5108,Horse,,,,
5109,Plate,Table,Computer Mouse,Keyboard,
5109,Keyboard,Table,,,
5109,Table,,,,
5109,Table,Keyboard,Computer Mouse,,
5109,Computer Mouse,Table,Plate,Chocolate Bar,Keyboard
5110,Broccoli,Stew,Chocolate Bar,Plate,
5110,Table,,,,
5110,Dog Food,Horse,Dog,Tucan,
5110,Table,Plate,,,
5110,Onion,Plate,,,
5111,Onion,Stew,,,
5111,Chocolate Bar,Table,Plate,Stew,Onion
5111,Table,,,,
5111,Broccoli,Onion,Stew,,
5111,Broccoli,,,,
5112,Plate,,,,
5112,Tucan,Horse,Cat Food,Dog,
5112,Keyboard,Plate,Table,Chocolate Bar,Computer Mouse
5112,Plate,Table,,,
5112,Table,Plate,Chocolate Bar,Computer Mouse,Keyboard
5113,Tucan,Cat Food,,,
5113,Dog Food,Tucan,Cat Food,Horse,
5113,Broccoli,,,,
5113,Keyboard,Chocolate Bar,Stew,Onion,
5113,Onion,Plate,,,
5114,Chocolate Bar,Broccoli,Stew,,
5114,Broccoli,Chocolate Bar,,,
5114,Computer Mouse,Table,,,
5114,Broccoli,,,,
5114,Computer Mouse,,,,
5115,Computer Mouse,Keyboard,Table,,
5115,Table,Plate,Computer Mouse,Keyboard,Chocolate Bar
5115,Keyboard,,,,
5115,Plate,Table,Computer Mouse,Chocolate Bar,Keyboard
5115,Plate,Computer Mouse,Keyboard,Table,
5116,Dog Food,Cat,Dog,Horse,Cat Food
5116,Dog,Cat,,,
5116,Cat Food,Tucan,,,
5116,Cat Food,,,,
5116,Dog Food,,,,
5117,Table,Keyboard,,,
5117,Plate,,,,
5117,Table,,,,
5117,Computer Mouse,,,,
5117,Chocolate Bar,Table,Computer Mouse,,
5118,Chocolate Bar,Onion,Stew,,
5118,Plate,Keyboard,Table,Computer Mouse,Chocolate Bar
5118,Computer Mouse,Plate,Table,Chocolate Bar,Keyboard
5118,Stew,Plate,,,
5118,Keyboard,,,,
5119,Chocolate Bar,Stew,Onion,Computer Mouse,
5119,Dog Food,Cat Food,Horse,Cat,Tucan
5119,Chocolate Bar,,,,
5119,Chocolate Bar,,,,
5119,Computer Mouse,Chocolate Bar,Stew,Broccoli,
5120,Plate,Table,Stew,Broccoli,
5120,Table,Broccoli,Chocolate Bar,,
5120,Stew,Table,Broccoli,Plate,Onion
5120,Stew,Plate,,,
5120,Table,Plate,Stew,Chocolate Bar,Broccoli
5121,Stew,Onion,,,
5121,Stew,Plate,Table,Chocolate Bar,
5121,Plate,Stew,Broccoli,,
5121,Keyboard,Chocolate Bar,Computer Mouse,Onion,
5121,Stew,,,,
5122,Cat,,,,
5122,Cat Food,Cat,Tucan,,
5122,Table,Plate,Stew,Broccoli,
5122,Cat,Cat Food,Tucan,,
5122,Dog,Tucan,Cat,Cat Food,
5123,Table,Plate,,,
5123,Chocolate Bar,Plate,Table,Broccoli,
5123,Table,,,,
5123,Stew,Table,Broccoli,Plate,
5123,Onion,Chocolate Bar,Table,Broccoli,
5124,Stew,Table,Onion,,
5124,Chocolate Bar,,,,
5124,Broccoli,Plate,Stew,Table,Onion
5124,Onion,Table,Chocolate Bar,Plate,Broccoli
5124,Stew,Onion,Plate,Chocolate Bar,Table
5125,Horse,,,,
5125,Dog Food,Cat Food,Dog,,
5125,Cat,,,,
5125,Dog Food,Cat Food,,,
5125,Table,,,,
5126,Cat Food,Dog Food,Horse,,
5126,Horse,Dog,Cat,Cat Food,Dog Food
5126,Table,Plate,,,
5126,Cat,Dog Food,,,
5126,Dog Food,Cat,Horse,Tucan,
5127,Horse,Dog Food,,,
5127,Plate,Table,,,
5127,Cat,,,,
5127,Horse,Dog Food,,,
5127,Horse,Cat Food,Tucan,Dog Food,
5128,Dog Food,Dog,Horse,,
5128,Table,Stew,Broccoli,Plate,
5128,Stew,Onion,,,
5128,Dog,Horse,Cat Food,,
5128,Broccoli,Chocolate Bar,Plate,Onion,
5129,Cat,,,,
5129,Keyboard,Table,Plate,Computer Mouse,
5129,Table,,,,
5129,Table,,,,
5129,Chocolate Bar,Plate,,,
5130,Horse,Cat,Dog,Dog Food,Cat Food
5130,Cat Food,Cat,Tucan,Dog Food,
5130,Cat Food,Dog Food,,,
5130,Chocolate Bar,,,,
5130,Dog,Dog Food,Cat Food,Cat,
5131,Chocolate Bar,Plate,Table,Keyboard,
5131,Table,Broccoli,Stew,Onion,
5131,Table,Keyboard,,,
5131,Plate,Keyboard,Computer Mouse,Chocolate Bar,Table
5131,Table,Keyboard,,,
5132,Keyboard,Plate,Table,Chocolate Bar,Computer Mouse
5132,Cat,Cat Food,Dog,Horse,Tucan
5132,Cat,Cat Food,Horse,,
5132,Cat Food,Horse,Tucan,Dog,Dog Food
5132,Dog Food,Cat,Cat Food,,
5133,Stew,,,,
5133,Computer Mouse,Plate,,,
5133,Plate,Table,,,
5133,Dog,Dog Food,Horse,Cat,Cat Food
5133,Table,Plate,,,
5134,Plate,Stew,Chocolate Bar,,
5134,Broccoli,Plate,Chocolate Bar,Stew,Table
5134,Chocolate Bar,Onion,Table,,
5134,Chocolate Bar,Plate,Table,,
5134,Plate,Onion,Table,Broccoli,Chocolate Bar
5135,Keyboard,Computer Mouse,Plate,,
5135,Plate,Computer Mouse,Keyboard,Table,
5135,Table,Plate,Chocolate Bar,Computer Mouse,
5135,Chocolate Bar,Plate,Keyboard,Computer Mouse,
5135,Table,,,,
5136,Tucan,Dog Food,Dog,,
5136,Tucan,Cat Food,Dog,,
5136,Horse,Dog Food,Dog,Tucan,Cat Food
5136,Cat,Dog Food,Dog,,
5136,Dog Food,Tucan,Cat Food,,
5137,Horse,,,,
5137,Cat,Cat Food,,,
5137,Broccoli,Table,Plate,,
5137,Cat Food,Horse,Cat,,
5137,Chocolate Bar,,,,
5138,Chocolate Bar,Keyboard,Onion,,
5138,Computer Mouse,,,,
5138,Stew,Keyboard,Chocolate Bar,Onion,Computer Mouse
5138,Keyboard,,,,
5138,Table,Onion,Stew,Plate,
5139,Plate,Chocolate Bar,Table,,
5139,Table,Stew,,,
5139,Table,Chocolate Bar,Plate,,
5139,Keyboard,Table,Computer Mouse,Plate,
5139,Table,Plate,Computer Mouse,,
5140,Broccoli,Onion,Plate,Stew,
5140,Keyboard,,,,
5140,Cat,Horse,Dog,,
5140,Dog Food,Horse,,,
5140,Computer Mouse,,,,
5141,Plate,,,,
5141,Chocolate Bar,Onion,Plate,,
5141,Broccoli,Chocolate Bar,Table,Stew,Onion
5141,Onion,,,,
5141,Plate,Chocolate Bar,Onion,Table,
5142,Dog,Dog Food,Horse,,
5142,Dog Food,Cat Food,,,
5142,Cat Food,Dog Food,Dog,,
5142,Cat,Horse,Dog,,
5142,Chocolate Bar,,,,
5143,Cat,Cat Food,Horse,Dog Food,Dog
5143,Dog Food,Cat Food,Tucan,Dog,Cat
5143,Cat Food,Dog Food,,,
5143,Dog Food,Tucan,,,
5143,Horse,Tucan,Cat,,
5144,Table,Broccoli,Onion,,
5144,Cat Food,Dog Food,Dog,,
5144,Cat Food,Dog Food,,,
5144,Cat,Dog Food,Dog,Tucan,Horse
5144,Cat Food,,,,
5145,Dog,,,,
5145,Onion,Plate,,,
5145,Plate,,,,
5145,Chocolate Bar,,,,
5145,Plate,Table,Chocolate Bar,,
5146,Chocolate Bar,Computer Mouse,Table,Plate,Keyboard
5146,Computer Mouse,Chocolate Bar,Keyboard,,
5146,Chocolate Bar,Plate,Computer Mouse,,
5146,Plate,Keyboard,Table,,
5146,Keyboard,Computer Mouse,Chocolate Bar,Plate,
5147,Plate,Chocolate Bar,Table,Onion,Broccoli
5147,Table,Plate,Stew,,
5147,Stew,Broccoli,Table,,
5147,Chocolate Bar,Onion,Broccoli,Stew,
5147,Plate,Table,Onion,Broccoli,Stew
5148,Cat Food,Dog Food,,,
5148,Dog Food,Tucan,Cat,Horse,
5148,Cat,Horse,,,
5148,Dog Food,Cat Food,Tucan,,
5148,Dog,Cat Food,Dog Food,Horse,
5149,Horse,Dog Food,Dog,Cat Food,
5149,Dog Food,Cat,Tucan,,
5149,Cat Food,Dog Food,Dog,,
5149,Dog Food,,,,
5149,Dog Food,Tucan,Cat,Horse,Cat Food
5150,Chocolate Bar,Onion,,,
5150,Chocolate Bar,Onion,Computer Mouse,,
5150,Onion,Keyboard,Chocolate Bar,,
5150,Chocolate Bar,,,,
5150,Chocolate Bar,Table,Stew,,
5151,Cat,Dog Food,Dog,Horse,
5151,Chocolate Bar,Keyboard,Broccoli,,
5151,Chocolate Bar,Computer Mouse,Stew,Keyboard,Broccoli
5151,Chocolate Bar,Computer Mouse,Broccoli,Keyboard,Stew
5151,Chocolate Bar,Computer Mouse,Onion,Broccoli,Stew
5152,Onion,Table,Stew,Plate,
5152,Table,Stew,Onion,Plate,
5152,Onion,Broccoli,Plate,Chocolate Bar,Table
5152,Onion,Keyboard,Chocolate Bar,Stew,
5152,Stew,Broccoli,,,
5153,Cat Food,Dog Food,Dog,Horse,
5153,Onion,,,,
5153,Horse,,,,
5153,Dog,,,,
5153,Cat,Tucan,Cat Food,Dog Food,
5154,Chocolate Bar,Computer Mouse,Stew,Broccoli,
5154,Stew,Onion,Chocolate Bar,Computer Mouse,Keyboard
5154,Keyboard,,,,
5154,Chocolate Bar,Keyboard,Computer Mouse,,
5154,Chocolate Bar,Computer Mouse,Keyboard,Onion,Stew
5155,Plate,Computer Mouse,Table,Chocolate Bar,
5155,Keyboard,Computer Mouse,Chocolate Bar,Plate,
5155,Chocolate Bar,Plate,Computer Mouse,Table,
5155,Computer Mouse,Plate,Keyboard,Table,Chocolate Bar
5155,Plate,Table,Keyboard,Computer Mouse,
5156,Plate,Table,Stew,,
5156,Plate,Onion,Stew,Chocolate Bar,Table
5156,Onion,Table,Broccoli,Plate,Chocolate Bar
5156,Plate,Table,Broccoli,,
5156,Plate,Computer Mouse,Keyboard,,
5157,Dog Food,,,,
5157,Dog Food,Dog,,,
5157,Cat Food,Dog Food,Horse,,
5157,Dog,Horse,,,
5157,Cat Food,,,,
5158,Dog,Cat Food,Tucan,Dog Food,Cat
5158,Cat,Cat Food,Dog Food,,
5158,Cat Food,Dog Food,,,
5158,Horse,Dog Food,Dog,Cat Food,
5158,Dog,Dog Food,Cat Food,,
5159,Table,Chocolate Bar,Onion,,
5159,Broccoli,Chocolate Bar,Table,Plate,
5159,Plate,,,,
5159,Plate,Table,Chocolate Bar,Onion,
5159,Dog Food,,,,
5160,Onion,Stew,,,
5160,Chocolate Bar,Keyboard,Computer Mouse,,
5160,Broccoli,Chocolate Bar,Keyboard,Onion,
5160,Broccoli,,,,
5160,Chocolate Bar,,,,
5161,Broccoli,Chocolate Bar,Computer Mouse,Stew,
5161,Computer Mouse,Onion,Chocolate Bar,Keyboard,Broccoli
5161,Chocolate Bar,,,,
5161,Stew,,,,
5161,Chocolate Bar,Computer Mouse,Keyboard,,
5162,Broccoli,,,,
5162,Chocolate Bar,Keyboard,,,
5162,Computer Mouse,Stew,Chocolate Bar,Keyboard,Onion
5162,Chocolate Bar,Keyboard,Onion,,
5162,Keyboard,Onion,Chocolate Bar,Computer Mouse,Stew
5163,Dog,,,,
5163,Table,Computer Mouse,Chocolate Bar,Keyboard,Plate
5163,Table,Chocolate Bar,Plate,Computer Mouse,Keyboard
5163,Table,Computer Mouse,Keyboard,Chocolate Bar,Plate
5163,Chocolate Bar,Keyboard,Plate,Computer Mouse,Table
5164,Onion,Broccoli,Table,Stew,
5164,Onion,,,,
5164,Onion,,,,
5164,Table,Plate,,,
5164,Table,Broccoli,Onion,Plate,
5165,Chocolate Bar,Broccoli,Computer Mouse,Keyboard,
5165,Broccoli,Keyboard,,,
5165,Dog Food,,,,
5165,Broccoli,Onion,Chocolate Bar,,
5165,Broccoli,Table,Plate,Stew,Onion
5166,Onion,Table,Broccoli,Chocolate Bar,Plate
5166,Broccoli,,,,
5166,Plate,Onion,,,
5166,Plate,,,,
5166,Chocolate Bar,Broccoli,Stew,Table,
5167,Dog,,,,
5167,Dog Food,Dog,,,
5167,Dog,Horse,Dog Food,Cat Food,
5167,Plate,Stew,,,
5167,Tucan,Cat Food,,,
5168,Dog Food,Cat Food,Cat,,
5168,Dog Food,Cat Food,Tucan,Horse,Dog
5168,Tucan,Horse,,,
5168,Cat Food,Cat,Tucan,Dog Food,
5168,Cat Food,Tucan,,,
5169,Table,,,,
5169,Chocolate Bar,Plate,Stew,Table,Onion
5169,Plate,,,,
5169,Table,Chocolate Bar,Broccoli,,
5169,Chocolate Bar,Table,Broccoli,Plate,Stew
5170,Broccoli,,,,
5170,Broccoli,Onion,Chocolate Bar,,
5170,Chocolate Bar,Computer Mouse,Keyboard,Onion,Stew
5170,Chocolate Bar,Broccoli,Keyboard,,
5170,Plate,,,,
5171,Cat,Tucan,Horse,Cat Food,Dog Food
5171,Cat Food,Dog Food,Cat,Horse,
5171,Dog Food,Horse,,,
5171,Cat Food,Dog Food,Cat,,
5171,Tucan,Cat Food,Horse,,
5172,Cat Food,,,,
5172,Dog Food,,,,
5172,Dog,Tucan,Dog Food,Horse,
5172,Horse,Cat Food,,,
5172,Cat Food,Tucan,Dog Food,Horse,
5173,Plate,,,,
5173,Cat,,,,
5173,Dog Food,Horse,Cat Food,,
5173,Table,Plate,,,
5173,Cat Food,Dog Food,Cat,Tucan,Horse
5174,Dog Food,Cat,,,
5174,Computer Mouse,Keyboard,,,
5174,Dog Food,Horse,Cat,Dog,
5174,Horse,Dog,Dog Food,,
5174,Dog Food,Cat Food,,,
5175,Cat,Dog,,,
5175,Horse,Tucan,Dog Food,Cat,Dog
5175,Horse,Dog Food,Cat Food,Cat,Dog
5175,Tucan,Horse,Dog Food,Cat Food,
5175,Broccoli,Chocolate Bar,Computer Mouse,,
5176,Keyboard,Chocolate Bar,Onion,Broccoli,
5176,Chocolate Bar,,,,
5176,Keyboard,Chocolate Bar,,,
5176,Chocolate Bar,,,,
5176,Broccoli,Stew,Onion,,
5177,Chocolate Bar,Broccoli,,,
